sourceID	source	source_desc	change_date	changer	link_note	links
AZ292	Ships' Papers. Ship Jasper	Ships' Papers. Ship Jasper. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ293	Ships’ Papers. Bark Favorite	Ships’ Papers. Bark Favorite. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ294	List of Ships at Lahaina, Maui, from Aug. 19 to Dec. 3, 1836	List of Ships at Lahaina, Maui, from Aug. 19 to Dec. 3, 1836. Lahainaluna, Maui: Press of the High School, n.d.	2019-01-05			
AZ295	Ships' Papers. Schooner Petrel	Ships' Papers. Schooner Petrel. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ296	American Ships visiting Sydney, 1791-1841	'American Ships visiting Sydney, 1791-1841: List compiled from the Sydney Gazette.' n.d. Nicholson Collection, Providence Public Library, Providence, RI. Typewritten list.	2021-08-31			
AZ297	Wood and Lund. The Ports of Old Rochester	Wood, Edward F. R., Jr. comp. with Judith Navas Lund. The Ports of Old Rochester: Shipbuilding at Mattapoisett and Marion. New Bedford, MA: New Bedford Whaling Museum/Quadequina Publishers, 2004.	2019-01-05			
AZ298	Maguinnis. Journal of the Brig Heman Smith. 1877-1878	Maguinnis, John. Journal of the Brig Heman Smith. 1877-1878. New Bedford Whaling Museum Research Library, New Bedford, MA. IMA microfilm.	2019-01-05			
AZ299	Cummin. Journal Ship Elizabeth, Ship James Stewart	Cummin, John. Partial Journal of the Ship Elizabeth of Freetown, 28 August 1843-27 February 1844 Bound with partial journal of the Ship James Stewart of St. John. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ300	Ships' Papers. Schooner John W. Dodge	Ships' Papers. Schooner John W. Dodge. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ301	Ships' Papers. Ship Delphos	Ships' Papers. Ship Delphos. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ302	Ships' Papers. Ship Macon	Ships' Papers. Ship Macon. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ303	Ships' Papers. Bark Laetitia	Ships' Papers. Bark Laetitia. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ304	Owen. Journal of Steam Bark North Star	Owen, Leander C. Journal of Steam Bark North Star, March 3, 1882-September 16, 1882. Privately owned.	2019-01-05			
AZ305	Ships' Papers. Bark Bolton	Ships' Papers. Bark Bolton. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ306	Dighton/Fall River, MA, Crew Lists and foreign manifests 1831-1853	Bureau of Customs. Dighton/Fall River, MA, Crew Lists and foreign manifests 1831-1853. RG 36. National Archives and Records Administration, Waltham, MA.	2019-01-05			
AZ307	Smith. Whaling History and the Courts	Smith, Gaddis. 'Whaling History and the Courts.' The Log of Mystic Seaport, October 1978.	2019-01-05			
AZ308	Ships' Papers. Ship Loan	Ships' Papers. Ship Loan. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ309	Hammond Correspondence	Hammond Correspondence. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ310	Ships' Papers. Ship Franklin Adams	Ships' Papers. Ship Franklin Adams. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ311	Arctic Whalemen	'Arctic Whalemen,' unidentified New Bedford newspaper, May 17, 1894, scrapbook, Nicholson Collection, Providence Public Library, Providence, RI.	2021-08-31			
AZ312	Ships Arrived at Lahaina, Maui, S.I. from July 1 to December 31, 1845	Ships Arrived at Lahaina, Maui, S.I. from July 1 to December 31, 1845. G. W. Punchard & Co., [1846].	2019-01-05			
AZ313	Brutal Crime. Story of a once Famous Mutiny	'Brutal Crime. Story of a once Famous Mutiny.' The [New Bedford, MA] Evening Standard, hand dated November 27, 1896.	2021-08-31			
AZ314	Hezel. Foreign Ships in Micronesia	Hezel, Fr. Francis X., SJ. Foreign Ships in Micronesia; A Compilation of Ship contacts with the Caroline and Marshall Islands 1521-1885. Saipan: Published in cooperation with the Trust Territory Historic Preservation Office and the U.S. Conservation and Recreation Service, 1979.	2019-01-05			
AZ315	Jones. Ships Employed in the South Seas Trade 1775-1859	Jones, A. G. E. Ships Employed in the South Seas Trade 1775-1859. Roebuck Society Publication No. 46. Canberra: [Roebuck Society], 1986.	2019-01-05			
AZ316	Sailors of Sullivan near Death	'Sailors of Sullivan near Death.' unidentified newspaper, n.d. New Bedford Whaling Museum Research Library, New Bedford, MA. Scrapbook T4, p.135.	2021-08-31			
AZ317	Reeves and Barto. Whaling in the Bay of Fundy	Reeves, Randall and Martha F. Barto. 'Whaling in the Bay of Fundy.' Whalewatcher, winter, 1985.	2019-01-05			
AZ318	Heppingstone. American Whalers in Western Australian Waters	Heppingstone, I. D. 'American Whalers in Western Australian Waters.' Journal and Proceedings of the Royal Western Australian Historical Society 7:1 1969.	2019-01-05			
AZ319	Label text, Whalers Village Museum	Label text, Whalers Village Museum, Kaanapali, Lahaina, Maui.	2019-01-05			
AZ320	Hammond. Notes on Ships' captains	Hammond, Harriet. Notes on Ships' captains. Mattapoisett Historical Society, Mattapoisett, MA. Typewritten list.	2019-01-05			
AZ321	Schmidt. Plum Puddin’ Cruises	Schmidt, Frederick P. Plum Puddin’ Cruises, Whaling Museum Society, Inc., Cold Spring Harbor, 1973 originally published in Long Island Forum, April and May, 1973.	2019-01-05			
AZ322	Sloop Trial (Tryall)	Sloop Trial (Tryall). Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ323	Ship’s papers. Bark Eben Dodge	Ship’s papers. Bark Eben Dodge. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ324	Ship’s Papers. Ship Roman	Ship’s Papers. Ship Roman. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ325	Ship’s papers. Brig Juno	Ship’s papers. Brig Juno. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ326	Railton. Diary of Jeremiah Pease	Railton, Arthur. 'Diary of Jeremiah Pease, lighthouse keeper and deputy collector of customs.' Dukes County Intelligencer.	2019-01-05			
AZ327	Mendall. Card file belonging to Seth Mendall re Mattapoisett-built vessels	Mendall, Charles S. card file belonging to Seth Mendall re Mattapoisett-built vessels, citing the Nantucket ship registers and Nantucket Gazette.	2019-01-05			
AZ328	Turner Papers	Turner Papers. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ329	Enrollments of New Bedford, Massachusetts, 1808-1840	Works Progress Administration. Enrollments of New Bedford, Massachusetts, 1808-1840. Boston, MA: The National Archives Project, 1940.	2019-01-05			
AZ330	Delano. Journal of the ship Herald, voyage of 1817-1817	Delano, Thomas. Journal of the ship Herald, voyage of 1817-1817. Nicholson Collection, Providence Public Library, Providence, RI. And Ship’s papers, Ship Herald. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ331	New Bedford Whaling Museum. Annual Report, 2001	Annual Report, 2001. New Bedford, MA: New Bedford Whaling Museum, 2002.	2019-01-05			
AZ332	Babcock. Bill of Exchange	Babcock, Daniel S. Bill of Exchange. Scrapbook of Long Island Material, Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ333	Ships' Papers. Ship Lion	Ships' Papers. Ship Lion. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ334	Smith, Tim D.	Smith, Tim D. Personal communication.	2019-01-05			
AZ335	Maury Logbook Abstracts	Maury Logbook Abstracts. National Archives and Records Administration, Washington, D. C. Index and microfilms, New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			https://catalog.archives.gov/id/597822
AZ336	History of New Bedford No. XXIII	'History of New Bedford No. XXIII.' New Bedford [MA[ Daily Mercury, undated article glued into Account Book of William Rotch. New Bedford Whaling Museum Research Library, New Bedford, MA.	2021-08-31			
AZ337	Best, Peter	Best, Peter. Personal communication	2019-01-05			
AZ338	Register of Seamen shipped Fall of 1869 in vessels bound for New Bedford	Register of Seamen shipped Fall of 1869 in vessels bound for New Bedford. n.d. Misc volume 019, Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ339	Verner, Patricia Dorman	Verner, Patricia Dorman. Personal correspondence (e-mail) to Providence Public Library, Providence, RI.	2019-01-05			
AZ340	Lopez, Aaron. Papers	Lopez, Aaron. Papers. Nicholson Collection, Providence Public Library, Providence, RI.	2019-01-05			
AZ341	Richards. Canadian Whaling in the Pacific Ocean	Richards, Rhys. 'Canadian Whaling in the Pacific Ocean.' Draft copy of article. 23 Sept 2002 citing logbook of the whaler Peruvian of St. John's, New Brunswick.	2019-01-05			
AZ342	Ten Pound Island Book Company. Catalog 140	Catalog 140. Gloucester, MA: Ten Pound Island Book Company, September 2002.	2019-01-05			
AZ343	Loss of Ship Panama	'Loss of Ship Panama.' New Bedford [MA] Weekly Mercury, July 11, 1845.	2021-08-31			
AZ344	Railton, Arthur	Railton, Arthur. Editor, Dukes County Intelligencer, Martha's Vineyard, MA. Personal Communication. F. C. Smith lived to be 95 on the Vineyard.	2019-01-05			
AZ345	Josephson, Beth	Josephson, Beth. Personal communication.	2019-01-05			
AZ346	Farwell, Robert	Farwell, Robert. Stonington Historical Society. Personal communication.	2019-01-05			
AZ347	Ebay notice 24 May 2003	Ebay notice 24 May 2003. www.ebay.com. Internet.	2019-01-05			
AZ348	New Bedford Whaling Museum. Annual Report, 2002	Annual Report, 2002. New Bedford, MA: New Bedford Whaling Museum, 2003.	2019-01-05			
AZ349	Davis., Gallman, and Gleiter. In Pursuit of Leviathan	Davis, Lance E., Robert E. Gallman, and Karin Gleiter. In Pursuit of Leviathan. Chicago: University of Chicago, 1997.	2019-01-05			
AZ350	Railton. The Story of Martha's Vineyard	Railton, Arthur. 'The Story of Martha's Vineyard.' Dukes County Intelligencer, 45:1 (August 2003).	2019-01-05			
AZ351	Frank. Azorean Shore Whaling in California	Frank, Stuart M. Unpublished material on Azorean Shore Whaling in California.	2019-01-05			
AZ352	Reeves, Smith, Webb, Robbins, and Clapham. Humpback and Fin Whaling	Reeves, Randall R., Tim D. Smith, Robert L. Webb, Jooke Robbins, and Phillip J. Clapham. 'Humpback and Fin Whaling in the Gulf of Maine from 1800-1918.' Marine Fisheries Review. 64:1. 2002.	2019-01-05			
AZ353	Webb. Menhaden Whalemen	Webb, Robert Lloyd. 'Menhaden Whalemen: nineteenth-century origins of American steam whaling.' American Neptune 60:277-287. (2000).	2019-01-05			
AZ354	Schram, Margaret	Schram, Margaret. Personal communication	2019-01-05			
AZ355	Library of Congress. National Union Catalog of Manuscript Collections	National Union Catalog of Manuscript Collections - Library of Congress. Internet catalog. www.loc.gov/coll/nucmc.	2019-01-05			
AZ356	Schram. Hudson's Merchants and Whalers	Schram, Margaret B. Hudson's Merchants and Whalers: the Rise and Fall of a River Port 1783-1850. Hensonville, New York: Black-Dome Press, 2004.	2019-01-05			
AZ357	Salem, MA. Inward foreign manifests	Bureau of Customs. Salem, MA. Inward foreign manifests. National Archives and Records Administration, Waltham, MA.	2019-01-05			
AZ358	New London, CT. Manuscript ledger of port clearances and arrivals, 1820-1830	Bureau of Customs. New London, CT. Manuscript ledger of port clearances and arrivals, 1820-1830. RG 36. National Archives and Records Administration, Waltham, MA.	2019-01-05			
AZ359	Ward. American Activities in the Central Pacific: 1790-1870	Ward, R. Gerald. American Activities in the Central Pacific: 1790-1870. 8 vols. Ridgewood, NJ: Gregg Press, [c. 1966].	2019-01-05			
AZ360	Newport [RI] Mercury, October 15, 1764	Newport [RI] Mercury, October 15, 1764. New Bedford Free Public Library. Microfilm.	2019-01-05			
AZ361	The Newbedford Marine Journal. 1792-1799	The Newbedford Marine Journal. 1792-1799. New Bedford Free Public Library. Microfilm.	2019-01-05			
AZ362	duPasquier. Les baleiniers francais de Louis XVI  a Napoleon	duPasquier, J. Thierry. Les baleiniers français de Louis XVI à Napoléon. Paris: H. Veyrier, [1990].	2021-08-31			
AZ363	The [San Francisco, CA] Examiner, Feb 19, 1892.	The [San Francisco, CA] Examiner, Feb 19, 1892.	2019-01-05			
AZ364	Hammett. Journal of a voyage on the Sloop Keziah, 1788-1789	Hammett, Shubel. Journal of a voyage on the Sloop Keziah, 1788-1789. Houghton Library, Harvard University, Cambridge, MA.	2019-01-05			
AZ365	Hammett. Journal of a voyage on the Sloop Keziah, 1789-1789	Hammett, Shubel. Journal of a voyage on the Sloop Keziah, 1789-1789. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ366	Hammett. Journal of a voyage on the Sloop Keziah, 1789-1790	Hammett, Shubel. Journal of a voyage on the Sloop Keziah, 1789-1790. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ367	Hammett. Journal of a voyage on the Sloop Keziah, 1790-1791	Hammett, Shubel. Journal of a voyage on the Sloop Keziah, 1790-1791. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ368	Hammett. Journal of a voyage on the Sloop Keziah, 1792-1792	Hammett, Shubel. Journal of a voyage on the Sloop Keziah, 1792-1792. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ369	Hodges. Logbook of a voyage on the Sloop Dighton, 1769-1769	Hodges, Benjamin. Logbook of a voyage on the Sloop Dighton, 1769-1769. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ370	Tilton. Logbook of a voyage on the Schooner A. M. Nicholson, 1920-1920	Tilton, James A. Logbook of a voyage on the Schooner A. M. Nicholson, 1920-1920 New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ371	Varnum. Logbook of a voyage on the Steam Bark Alexander, 1898-1898	Varnum, W. S. Logbook of a voyage on the Steam Bark Alexander, 1898-1898. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ372	Church. Logbook of a voyage on the Bark Amanda, 1831-1832	Church, Freeman T. Logbook of a voyage on the Bark Amanda, 1831-1832 New Bedford Whaling Museum Research Library, New Bedford, MA.	2021-08-31			
AZ373	Logbook of a voyage on the Schooner Antarctic, 1890-1890	Unknown keeper. Logbook of a voyage on the Schooner Antarctic, 1890-1890. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ374	Townsend. Journal of a voyage on the Ship Atlas, 1825-1826	Townsend, James. Journal of a voyage on the Ship Atlas, 1825-1826. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ375	Logbook of a voyage on the Bark Barclay, 1855-1856	Unknown keeper. Logbook of a voyage on the Bark Barclay, 1855-1856L. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ376	Coggeshall. Logbook of a voyage on the Brig Dragon, 1820-1821	Coggeshall, John E. Logbook of a voyage on the Brig Dragon, 1820-1821. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ377	Logbook of a voyage on the Schooner Eleanor B. Conwell, 1884-1885	Unknown keeper. Logbook of a voyage on the Schooner Eleanor B. Conwell, 1884-1885. New Bedford Whaling Research Museum Library, New Bedford, MA.	2019-01-05			
AZ378	Logbook of a voyage on the Schooner Gaspe, 1922-1922	Unknown keeper. Logbook of a voyage on the Schooner Gaspé, 1922-1922. New Bedford Whaling Museum Research Library, New Bedford, MA.	2021-08-31			
AZ379	Logbook of a voyage on the Bark Gay Head II, 1890-1892	Unknown keeper. Logbook of a voyage on the Bark Gay Head II, 1890-1892. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ380	Kelly. Logbook of a voyage on the Bark Hope, 1861-1862	Kelly, L. Logbook of a voyage on the Bark Hope, 1861-1862. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ381	Greeny. Journal of a voyage on the Ship Phenix, 1832-1833	Green, Henry. Journal of a voyage on the Ship Phenix, 1832-1833. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ382	Logbook of a voyage on the Ship Sophia and Eliza, 1844-1844	Unknown keeper. Logbook of a voyage on the Ship Sophia and Eliza, 1844-1844. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ383	Logbook of a voyage on the Bark Andrews, 1867-1867	Unknown keeper. Logbook of a voyage on the Bark Andrews, 1867-1867L. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ384	Logbook of a voyage on the Brig Industry, 1823-1824	Unknown keeper. Logbook of a voyage on the Brig Industry, 1823-1824. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ385	Barker. Journal of a voyage on the Schooner Leo, 1878-1878	Barker, Frederick A. Journal of a voyage on the Schooner Leo, 1878-1878. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ386	Logbook of a voyage on the Schooner Thomas Hunt, 1879-1880	Unknown keeper. Logbook of a voyage on the Schooner Thomas Hunt, 1879-1880. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ387	Logbook of a voyage on the Ship Lucas, 1833-1835	Unknown keeper. Logbook of a voyage on the Ship Lucas, 1833-1835. Houghton Library, Harvard University, Cambridge, MA.	2019-01-05			
AZ388	Logbook of a voyage on the Ship Martha, 1834-1836	Unknown keeper. Logbook of a voyage on the Ship Martha, 1834-1836. Houghton Library, Harvard University, Cambridge, MA.	2019-01-05			
AZ389	Logbook of a voyage on the Bark Andrews, 1867-1867	Unknown keeper. Logbook of a voyage on the Bark Andrews, 1867-1867. Houghton Library, Harvard University, Cambridge, MA.	2019-01-05			
AZ390	Logbook of a voyage on the Schooner Bellisle, 1841-1841	Unknown keeper. Logbook of a voyage on the Schooner Bellisle, 1841-1841. Houghton Library, Harvard University, Cambridge, MA.	2019-01-05			
AZ391	Logbook of a voyage on the Bark Charleston Packet, 1853-1853	Unknown keeper. Logbook of a voyage on the Bark Charleston Packet, 1853-1853. Houghton Library, Harvard University, Cambridge, MA.	2019-01-05			
AZ392	Netcher. Logbook of a voyage on the Ship Sally Anne, 1830-1832	Netcher, George. Logbook of a voyage on the Ship Sally Anne, 1830-1832. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ393	Townsend. Journal of a voyage on the Ship Louisa, 1828-1831	Townsend, James. Journal of a voyage on the Ship Louisa, 1828-1831. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ394	Marine Reports. Columbian Courier 1798-1805	'Marine Reports.' Columbian Courier [New Bedford, MA], 1798-1805.	2021-08-31			
AZ395	Inward Foreign Manifests for the Port of New Bedford, 1818-1906	Works Progress Administration. Survey of Federal Records. Inward Foreign Manifests for the Port of New Bedford, 1818-1906. Manuscript. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ396	Marine Reports. Nantucket [MA] Gazette. May 6, 1816-March 8, 1817	'Marine Reports.' Nantucket [MA] Gazette. May 6, 1816-March 8, 1817. microfilm. New Bedford Free Public Library, New Bedford, MA.	2021-08-31			
AZ397	Donovan, Deborah	Donovan, Deborah. Personal communication.	2019-01-05			
AZ398	Lost with All Her Crew: Reported Disaster to Whaling Schooner Joseph Manta	'Lost with All Her Crew: Reported Disaster to Whaling Schooner Joseph Manta.' Republican Standard, New Bedford, MA, October 16, 1903.	2021-08-31			
AZ399	Laflin. San Francisco Crew Lists, 1906-1928	San Francisco Crew Lists, 1906-1928. notebook of typed transcriptions, from the account book of P. James Laflin, shipping agent. BIII-146. J. Porter Shaw Library, San Francisco Maritime Historical National Park. Copy at New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ400	Farwell. They Sail 400 Miles in Small Boats to Booby Island and Rescue	Farwell, Robert H. 'They Sail 400 Miles in Small Boats to Booby Island and Rescue, Then . . .' Dukes County Intelligencer, 46:4 May 2005.	2019-01-05			
AZ401	Keeler, Jan	Keeler, Jan. Personal correspondence concerning a privately-owned logbook containing the voyages of Hibernia, 1835-1836, 1836-1837, and Adeline, 1837-1840. Keeler, Jan. New Bedford Whaling Museum Volunteer. Personal Communication.	2019-01-05			
AZ402	Hennessey. Partial journal of a voyage of the ship Niger, 1882-1886	Hennessey, Mr. Partial journal of a voyage of the ship Niger, 1882-1886 dating from April 4, 1884-November 23, 1884; photocopy of pages. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ403	Platt. Tar, Staves, and New England Rum	Platt, Virginia Bever. 'Tar, Staves, and New England Rum: The Trade of Aaron Lopez of Newport, RI with Colonial North Carolina.' The North Carolina Historical Review 43:1 January 1971.	2019-01-05			
AZ404	Mason. Journal of a voyage on the Brig Two Brothers, 1775-1776	Mason, Holden. Journal of a voyage on the Brig Two Brothers, 1775-1776. Kendall Collection, New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ405	Trider. History of Dartmouth and Halifax Harbour. Volume I	Trider, Douglas William. History of Dartmouth and Halifax Harbour, 1415-1800. Volume I. Dartmouth, Nova Scotia: by the author, 1999.	2021-08-31			
AZ406	Benson, Claire	Benson, Claire. Personal correspondence, concerning the Logbook of the Snow Betsey, voyages of 1792 and 1793 and other Bristol information.	2021-08-31			
AZ407	Mason. Journal of a voyage on the Sloop Judith, 1784-1784	Mason, Holden. Journal of a voyage on the Sloop Judith, 1784-1784. Kendall Collection, New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ408	Richards and Chisholm. Bay of Islands Shipping Arrivals and Departures 1803-1840	Richards, Rhys and Joyce Chisholm. Bay of Islands Shipping Arrivals and Departures 1803-1840. [Wellington, N.Z.] : The Paremata Press, 1992.	2019-01-05			
AZ409	Crosby. Logbook of a voyage on the Ship Asia, 1791-1794	Crosby, Sylvanus Logbook of a voyage on the Ship Asia, 1791-1794. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ410	Terrible Suffering at Sea by a Portion of the Crew of the Whaling Bark Janet	'Terrible Suffering at Sea by a Portion of the Crew of the Whaling Bark Janet.' New York Herald October 19, 1849.	2021-08-31			https://chroniclingamerica.loc.gov/lccn/sn83030313/1849-10-19/ed-1/seq-4.pdf
AZ411	Clark. The Whale-fishery	Clark, A. Howard. 'The Whale-fishery.' in Goode, George Brown. The Fisheries and Fishery Industries of the United States. Section V History and Methods of the Fisheries. Washington: Government Printing Office, 1887.	2019-01-05			https://archive.org/details/fisheriesfishery52goodrich
AZ412	Lebo, Susan	Lebo, Susan. Personal communication regarding material from the Hawaii archives.	2019-01-05			
AZ413	Thrum. Honolulu’s Share in the Pacific Whaling Industry of by-gone Days	Thrum, Thomas G. 'Honolulu’s Share in the Pacific Whaling Industry of by-gone Days.' Hawaiian Almanac and Annual for 1913. Honolulu, by the author, 1912.	2019-01-05			
AZ414	Indenture of Nath Briggs to Aaron Sheffield, Sept 6, 1775	Indenture of Nath Briggs to Aaron Sheffield, Sept 6, 1775. Pardon Gray Seabury Papers. New Bedford Free Public Library, New Bedford, MA.	2019-01-05			
AZ415	Ludlow. Journal of a voyage on an unidentified whaler, 1806-1807	Ludlow, Elias. Journal of a voyage on an unidentified whaler, 1806-1807. Society for the Preservation of Long Island Antiquities, Sag Harbor, NY.	2019-01-05			
AZ416	Coffin. Journals of voyages on the Sloop Sandwich, 1762-1763	Coffin, Micajah. Journals of voyages on the Sloop Sandwich, 1762-1763. Providence Public Library, Providence, RI.	2019-01-05			
AZ417	Cahoonn. Logbook of a voyage on the Brig Polly, 1774	Cahoon, Stephen. Logbook of a voyage on the Brig Polly, 1774. Kendall Collection, New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ418	Sisco. A Scrimshander’s Tale	Sisco, Mark. 'A Scrimshander’s Tale.' Maine Antiques Digest, December 2005.	2019-01-05			
AZ419	Journal of a voyage on the Brig Imogene, 1839-1839	Unidentified keeper. Journal of a voyage on the Brig Imogene, 1839-1839. Houghton Library, Harvard University, Cambridge, MA.	2019-01-05			
AZ420	Reeves., Swartz, Wetmore and Clapham. Humpback whales	Reeves, Randall R., Steven L. Swartz, Sara E. Wetmore and Phillip J. Clapham. 'Historical occurrence and distribution of humpback whales in the eastern and southern Caribbean Sea, based on data from American whaling logbooks. Journal of Cetacean Research & Management 3(2): 117-129, 2001.	2019-01-05			
AZ421	Marine Reports. January 4, 1883.	'Marine Reports.' Republican Standard, New Bedford, MA, January 4, 1883.	2021-08-31			
AZ422	Marine Reports. October 18, 1883.	'Marine Reports.' Republican Standard, New Bedford, MA, October 18, 1883.	2021-08-31			
AZ423	Marine Reports. January 17, 1884.	'Marine Reports.' Republican Standard, New Bedford, MA, January 17, 1884.	2021-08-31			
AZ424	Marine Reports.  April 24, 1884.	'Marine Reports.' Republican Standard, New Bedford, MA, April 24, 1884.	2021-08-31			
AZ425	Marine Reports.  August 28, 1884.	'Marine Reports.' Republican Standard, New Bedford, MA, August 28, 1884.	2021-08-31			
AZ426	Marine Reports.  October 16, 1884.	'Marine Reports.' Republican Standard, New Bedford, MA, October 16, 1884.	2021-08-31			
AZ427	Mitchell and Reeves. Northwest Atlantic Humpback Whales	Mitchell, Edward and Randall R. Reeves. 'Catch History, Abundance, and Present Status of Northwest Atlantic Humpback Whales.' Reports of the International Whaling Commission (Special Issue 5) Historical Whaling Records. Cambridge: International Whaling Commission, 1983.	2019-01-05			
AZ428	Marine Reports.  January 29, 1885.	'Marine Reports.' Republican Standard, New Bedford, MA, January 29, 1885.	2021-08-31			
AZ429	Marine Reports.  January-July, 1885.	'Marine Reports.' Republican Standard, New Bedford, MA, January-July, 1885.	2021-08-31			
AZ430	Marine Reports.  September 21, 1885.	'Marine Reports.' Republican Standard, New Bedford, MA, September 21, 1885.	2021-08-31			
AZ431	Marine Reports.  October 29, 1885.	'Marine Reports.' Republican Standard, New Bedford, MA, October 29, 1885.	2021-08-31			
AZ432	Marine Reports. Suffolk Gazette 1804-1811	'Marine Reports.' Suffolk Gazette, Sag Harbor, NY. 1804-1811. Microfilm, East Hampton Library, East Hampton, NY.	2021-08-31			
AZ433	Barboza. Origin of cannons recovered from Dartmouth	Barboza, Robert. 'Origin of cannons recovered from Dartmouth remains a nautical mystery waiting to be solved.' The [Dartmouth/Westport, MA] Chronicle, January 16, 2006 vol. XXXI no. 3.	2019-01-05			
AZ434	Crew Lists, Ship lists for New London Vessels	Crew Lists, Ship lists for New London Vessels, Mystic Seaport e-resources. www.mysticseaport.org. Internet.	2019-01-05		Ships; Crew lists	https://research.mysticseaport.org/databases/ct-ships/; https://research.mysticseaport.org/databases/crew-lists-new-london/
AZ435	Ebay listing Feb 2, 2006	Ebay listing Feb 2, 2006. www.ebay.com. Internet.	2019-01-05			
AZ436	Bockstoce, John	Bockstoce, John. Personal files.	2019-01-05			
AZ437	Two Well Known Whaling Captains Dead	'Two Well Known Whaling Captains Dead.' Unidentified newspaper, hand dated 1911. New Bedford Whaling Museum Research Library, New Bedford, MA. Scrapbook T-4, p 187.	2021-08-31			
AZ438	San Francisco Shanghaiers	San Francisco Shanghaiers: Crew Lists from San Francisco whaling voyages. Mystic Seaport e-resources. www.mysticseaport.org. Internet.	2019-01-05			https://research.mysticseaport.org/databases/sfshangaiers/
AZ439	The Rutter. Number 21	The Rutter. Number 21. G. W. White Blunt Library, Mystic Seaport, Mystic, CT.	2019-01-05			
AZ440	Thomas. Journal of a voyage on the ship Barclay, 1797-1799	Thomas, Margaret L. Transcription of a Journal by Christopher Almy of a voyage on the ship Barclay, 1797-1799. MMC 1045. Library of Congress, Washington, DC.	2019-01-05			
AZ441	Holdcamper. Certificates of Enrollment or Registry at the Port of New York, 1789-1867	Holdcamper, Forrest R. comp. List of American Flag Vessels That Received Certificates of Enrollment or Registry at the Port of New York, 1789-1867. Washington, D.C.: National Archives, 1968.	2019-01-05			
