mabsID	voyageID	voyage	masterID	maurymaster	vesselID	mauryvessel	mauryrig	mauryport	maurydest	mauryvol	maurypage	maurylink	mauryplaces	maurynotes	other_years
AB001	AV00102	Abigail : 1831-1835	AM0991	Clark	AS0001	Abigail	Ship			60	129	https://catalog.archives.gov/id/454778531?objectPage=566	https://catalog.archives.gov/id/454778531?objectPage=437		1831 1832 1833 1834 1835
AB002	AV00136	Abraham Barker : 1848-1850	AM0290	Barker, Alexander R.	AS0019	Abraham Barker	Ship	New Bedford, MA	New Zealand	131	v12	https://catalog.archives.gov/id/454794004?objectPage=450			1848 1849 1850
AB003	AV00164	Abraham H. Howland : 1845-1848	AM5169	Walker, Washington T.	AS0015	Abraham H. Howland	Ship			405	137	https://catalog.archives.gov/id/454828273?objectPage=284	https://catalog.archives.gov/id/454828273?objectPage=213		1845 1846 1847 1848
AB004	AV00165	Abraham H. Howland : 1848-1851	AM1874	Fisher, John	AS0015	Abraham H. Howland	Ship	New Bedford, MA	Western Islands	117	v5	https://catalog.archives.gov/id/454790371?objectPage=734			1848 1849 1850 1851
AB005	AV00183	Acasta : 1829-1830	AM5451	Harris, Hervey	AS0814	Acasta	Ship	Sag Harbor, NY		94	149	https://catalog.archives.gov/id/454785746?objectPage=717			1829 1830
AB006	AV00167	Acasta : 1830-1831	AM2456	Harris, H.	AS0815	Acasta	Ship	Sag Harbor, NY		94	160	https://catalog.archives.gov/id/454785746?objectPage=728	https://catalog.archives.gov/id/454785746?objectPage=569		1830 1831
AB007	AV00168	Acasta : 1831-1832	AM0073	Harris, H.	AS0814	Acasta	Ship	Sag Harbor, NY		94	170	https://catalog.archives.gov/id/454785746?objectPage=739	https://catalog.archives.gov/id/454785746?objectPage=569		1831 1832
AB008	AV00170	Acasta : 1832-1833	AM2452	Harris, H.	AS0815	Acasta	Ship	Sag Harbor, NY		94	178	https://catalog.archives.gov/id/454785746?objectPage=747	https://catalog.archives.gov/id/454785746?objectPage=569		1832 1833
AB009	AV00171	Acasta : 1833-1834	AM2413	Harris, H.	AS0815	Acasta	Ship	Sag Harbor, NY		94	189	https://catalog.archives.gov/id/454785746?objectPage=758	https://catalog.archives.gov/id/454785746?objectPage=569	Incomplete	1833 1834
AB010	AV00202	Active : 1852-1856	AM3486	Morrison, Thomas	AS0025	Active		New Bedford		174	v3	https://catalog.archives.gov/id/454802569?objectPage=249			1852 1853 1854 1855 1856
AB011	AV00209	Acushnet : 1841-1845	AM4866	Pease, Valentine	AS0819	Acushnet	Ship			15	71	https://catalog.archives.gov/id/454768152?objectPage=503	https://catalog.archives.gov/id/454768152?objectPage=430		1841 1842 1843 1844 1845
AB012	AV00224	Addison : 1838-1841	AM5070	Tower, W. E.	AS0003	Addison	Ship			30	1	https://catalog.archives.gov/id/454771610?objectPage=517	https://catalog.archives.gov/id/454771610?objectPage=514		1838 1839 1840 1841
AB013	AV00225	Addison : 1841-1845	AM5260	West	AS0003	Addison	Ship			28	68	https://catalog.archives.gov/id/454771610?objectPage=86	https://catalog.archives.gov/id/454771610?objectPage=18		1841 1842 1843 1844 1845
AB014	AV00263	Adeline Gibbs : 1841-1845	AM0408	Baylies	AS0033	Adeline Gibbs	Ship			123	101	https://catalog.archives.gov/id/454792177?objectPage=339	https://catalog.archives.gov/id/454792177?objectPage=238		1841 1842 1843 1844 1845
AB015	AV00343	Aeronaut : 1832-1833	AM1985	Fordham, Chas.	AS0826	Aeronaut	Ship	Mystic, CT		39	72	https://catalog.archives.gov/id/454773400?objectPage=493			1832 1833
AB016	AV00324	Aeronaut : 1833-1834	AM3270	Fordham, Chas.	AS0826	Aeronaut	Ship	Mystic, CT		39	78	https://catalog.archives.gov/id/454773400?objectPage=499		Sailed 19 May 1833 	1833 1834
AB017	AV00313	Aeronaut : 1836-1838	AM3270	Mallory, Alvin	AS0826	Aeronaut	Ship	Mystic, CT		39	84	https://catalog.archives.gov/id/454773400?objectPage=505		Sailed 25 Jul 1836	1836 1837 1838
AB018	AV00314	Aeronaut : 1838-1840	AM3271	Hempstead, Benjamin B.	AS0826	Aeronaut	Ship	Mystic, CT		39	99	https://catalog.archives.gov/id/454773400?objectPage=520		Sailed 19 Jun 1838	1838 1839 1840
AB019	AV00317	Aeronaut : 1843-1845	AM5261	West, William A.	AS0826	Aeronaut	Ship	Mystic, CT		39	112	https://catalog.archives.gov/id/454773400?objectPage=533		Sailed 15 Sep 1843	1843 1844 1845
AB020	AV00399	Albion : 1833-1834	AM1224	Coggeshall	AS0042	Albion	Ship			136	92	https://catalog.archives.gov/id/454794942?objectPage=523	https://catalog.archives.gov/id/454794942?objectPage=430		1833 1834
AB021	AV00402	Albion : 1836-1838	AM2494	Hathaway	AS0042	Albion	Ship			58	92	https://catalog.archives.gov/id/454778531?objectPage=109	https://catalog.archives.gov/id/454778531?objectPage=17		1836 1837 1838
AB022	AV00404	Albion : 1840-1842	AM4458	Smith, Austin	AS0042	Albion	Ship	Fairhaven, MA		141	34	https://catalog.archives.gov/id/454795781?objectPage=673	https://catalog.archives.gov/id/454795781?objectPage=638		1840 1841 1842
AB023	AV00405	Albion : 1842-1844	AM2877	Jenney	AS0042	Albion	Ship	Fairhaven, MA		132	1	https://catalog.archives.gov/id/454794004?objectPage=525	https://catalog.archives.gov/id/454794004?objectPage=523		1842 1843 1844
AB024	AV00408	Albion : 1844-1847	AM2505	Hathaway	AS0042	Albion	Ship			136	74	https://catalog.archives.gov/id/454794942?objectPage=710	https://catalog.archives.gov/id/454794942?objectPage=634		1844 1845 1846 1847
AB025	AV00413	Alciope : 1842-1844	AM3746	Payne, B.	AS0797	Alciope	Ship	Sag Harbor, NY		144	1	https://catalog.archives.gov/id/454796624?objectPage=400		Continued from ??? End of voyage only	1842 1843 1844
AB026	AV00413	Alciope : 1842-1844	AM3746	Payne, B.	AS0797	Alciope	Ship	Sag Harbor, NY		391	175	https://catalog.archives.gov/id/454826547?objectPage=908			1842 1843 1844
AB027	AV00414	Alciope : 1844-1847	AM2376	Payne, B.	AS0797	Alciope	Ship	Sag Harbor, NY		144	8	https://catalog.archives.gov/id/454796624?objectPage=407			1844 1845 1846 1847
AB028	AV00446	Alert : 1843-1845	AM3434	Middleton, N.	AS0834	Alert	Ship	New London, CT		88	1	https://catalog.archives.gov/id/454784753?objectPage=614		Same voyage as vol 14, page 189	1843 1844 1845
AB029	AV00446	Alert : 1843-1845	AM3434	Middleton, N.	AS0834	Alert	Ship	New London, CT		144	189	https://catalog.archives.gov/id/454796624?objectPage=588		Same voyage as vol 88, page 1	1843 1844 1845
AB030	AV00456	Alexander : 1824-1827	AM0744	Bunker, S.	AS0005	Alexander	Ship			43	192	https://catalog.archives.gov/id/454774255?objectPage=750	https://catalog.archives.gov/id/454774255?objectPage=558	Starts at 6 May 1826. Ends at 17 May 1827	1824 1825 1826 1827
AB031	AV00456	Alexander : 1824-1827	AM0744	Bunker	AS0005	Alexander	Ship			93	181	https://catalog.archives.gov/id/454785746?objectPage=546			1824 1825 1826 1827
AB032	AV00457	Alexander : 1827-1831	AM0744	Bunker	AS0005	Alexander	Ship			21	89	https://catalog.archives.gov/id/454769793?objectPage=106	https://catalog.archives.gov/id/454769793?objectPage=17		1827 1828 1829 1830 1831
AB033	AV00513	Alexander Coffin : 1832-1836	AM0251	Baker, David	AS0013	Alexander Coffin		Nantucket, MA		149	52	https://catalog.archives.gov/id/454797546?objectPage=673	https://catalog.archives.gov/id/454797546?objectPage=619		1832 1833 1834 1835 1836
AB034	AV00539	Alfred Tyler : 1844-1848	AM3184	Luce, George	AS0801	Alfred Tyler	Bark	Edgartown	Northwest Coast of America	414	103	https://catalog.archives.gov/id/454829352?objectPage=149	https://catalog.archives.gov/id/454829352?objectPage=94		1844 1845 1846 1847 1848
AB035	AV00540	Alibree : 1844-1847	AM0772	Taylor, A. G.	AS0802	Alibree	Bark	Mystic, CT		55	110	https://catalog.archives.gov/id/454777668?objectPage=368			1844 1845 1846 1847
AB036	AV00545	Alice : 1844-1846	AM4487	Smith, F. H.	AS0842	Alice	Bark	Cold Spring Harbor, NY		392	18	https://catalog.archives.gov/id/454827471?objectPage=37			1844 1845 1846
AB037	AV00546	Alice : 1846-1849	AM5477	Woolley, John	AS0842	Alice	Bark	Cold Spring Harbor, NY		63	82	https://catalog.archives.gov/id/454779349?objectPage=349			1846 1847 1848 1849
AB038	AV00665	Almira : 1833-1837	AM3320	Marchant, H. H.	AS0806	Almira	Ship	Edgartown, MA		137	1	https://catalog.archives.gov/id/454795781?objectPage=220	https://catalog.archives.gov/id/454795781?objectPage=217		1833 1834 1835 1836 1837
AB039	AV00747	Amazon : 1832-1833	AM1401	Cox	AS0853	Amazon	Ship			30	188	https://catalog.archives.gov/id/454771610?objectPage=704	https://catalog.archives.gov/id/454771610?objectPage=515		1832 1833
AB040	AV00750	Amazon : 1839-1841	AM4545	Smith	AS0853	Amazon	Ship			102	121	https://catalog.archives.gov/id/454787638?objectPage=463	https://catalog.archives.gov/id/454787638?objectPage=341		1839 1840 1841
AB041	AV00752	Amazon : 1845-1848	AM4496	Smith	AS0853	Amazon	Ship			102	136	https://catalog.archives.gov/id/454787638?objectPage=478	https://catalog.archives.gov/id/454787638?objectPage=341		1845 1846 1847 1848
AB042	AV00809	America : 1835-1838	AM2194	Gifford, E.	AS0006	America	Ship	New Bedford, MA	Indian Ocean	405	1	https://catalog.archives.gov/id/454828273?objectPage=214	https://catalog.archives.gov/id/454828273?objectPage=212		1835 1836 1837 1838
AB043	AV00812	America : 1838-1840	AM1235	Cole	AS0006	America	Ship			128	114	https://catalog.archives.gov/id/454793109?objectPage=807	https://catalog.archives.gov/id/454793109?objectPage=694		1838 1839 1840
AB044	AV00818	America : 1845-1848	AM1447	Crowell, Joseph M.	AS0006	America	Ship			15	114	https://catalog.archives.gov/id/454768152?objectPage=546	https://catalog.archives.gov/id/454768152?objectPage=430		1845 1846 1847 1848
AB045	AV00820	America : 1848-1851	AM0022	Adams, J. S.	AS0006	America	Ship	New Bedford, MA	North Pacific	117	v6	https://catalog.archives.gov/id/454790371?objectPage=769			1848 1849 1850 1851
AB046	AV00853	American : 1829-1830	AM2925	Jones, W. A.	AS0867	American	Ship	Sag Harbor, NY		14	85	https://catalog.archives.gov/id/454768152?objectPage=305		Vessel left Sag Harbor 24 June 1829	1829 1830
AB047	AV00854	American : 1830-1831	AM2925	Jones, W. A.	AS0867	American	Ship	Sag Harbor, NY		14	95	https://catalog.archives.gov/id/454768152?objectPage=315		Vessel left Sag Harbor 6 July 1830	1830 1831
AB048	AV00864	American : 1831-1832	AM2925	Jones, W. A.	AS0867	American	Ship	Sag Harbor, NY		14	105	https://catalog.archives.gov/id/454768152?objectPage=325		departed 15 Jul 1831	1831 1832
AB049	AV00855	American : 1832-1833	AM2925	Jones, William A.	AS0867	American	Ship	Sag Harbor, NY		159	18	https://catalog.archives.gov/id/454800028?objectPage=236		returned 21 May 1833	1832 1833
AB050	AV00856	American : 1834-1835	AM2925	Jones, W. A.	AS0867	American	Ship	Sag Harbor, NY		159	28	https://catalog.archives.gov/id/454800028?objectPage=246		departed 1 Jul 1833, returned 7 May 1835	1834 1835
AB051	AV00857	American : 1835-1837	AM2925	Jones	AS0867	American		Sag Harbor, NY		14	144	https://catalog.archives.gov/id/454768152?objectPage=364		Vessel left Sag Harbor 29 June 1835.	1835 1836 1837
AB052	AV00846	American : 1838-1841	AM0251	Baker	AS0865	American	Ship			127	151	https://catalog.archives.gov/id/454793109?objectPage=653	https://catalog.archives.gov/id/454793109?objectPage=503		1838 1839 1840 1841
AB053	AV00879	Amethyst : 1844-1846	AM0233	Bailey	AS0008	Amethyst	Ship			126	131	https://catalog.archives.gov/id/454793109?objectPage=426	https://catalog.archives.gov/id/454793109?objectPage=296		1844 1845 1846
AB054	AV01032	Ann Maria : 1839-1841	AM3434	Middleton, Nathaniel	AS0879	Ann Maria	Ship	New London, CT		58	81	https://catalog.archives.gov/id/454778531?objectPage=308			1839 1840 1841
AB055	AV01035	Ann Mary Ann : 1845-1848	AM5436	Winters	AS0880	Ann Mary Ann	Ship	Sag Harbor, NY		391	144	https://catalog.archives.gov/id/454826547?objectPage=877			1845 1846 1847 1848
AB056	AV01078	Ansel Gibbs : 1839-1842	AM5250	West	AS0046	Ansel Gibbs				66	16	https://catalog.archives.gov/id/454780225?objectPage=40	https://catalog.archives.gov/id/454780225?objectPage=21		1839 1840 1841 1842
AB057	AV01138	Apollo : 1818-1820	AM3400	McKenzie, D.	AS0895	Apollo	Ship			426, part 3	v1	https://catalog.archives.gov/id/454830299?objectPage=167	https://catalog.archives.gov/id/454830299?objectPage=166		1818 1819 1820
AB058	AV01145	Aquetnet : 1852	AM4976	Taylor	AS0898	Aquetnet	Ship	San Francisco, CA	Arctic Ocean	69	v3	https://catalog.archives.gov/id/454780225?objectPage=645			1852
AB059	AV01149	Arab : 1831-1834	AM0744	Bunker, Sam'l	AS0039	Arab	Bark	Fairhaven, MA	South Atlantic	102	1	https://catalog.archives.gov/id/454787638?objectPage=343	https://catalog.archives.gov/id/454787638?objectPage=340		1831 1832 1833 1834
AB060	AV01159	Arab : 1842-1845	AM2435	Harding	AS0899	Arab	Ship			136	62	https://catalog.archives.gov/id/454794942?objectPage=493	https://catalog.archives.gov/id/454794942?objectPage=429		1842 1843 1844 1845
AB061	AV01161	Arab : 1845-1849	AM0577	Cushman	AS0899	Arab	Ship			102	164	https://catalog.archives.gov/id/454787638?objectPage=506	https://catalog.archives.gov/id/454787638?objectPage=341		1845 1846 1847 1848 1849
AB062	AV01216	Argonaut : 1823-1824	AM4275	Sayre, Isaac	AS0909	Argonaut	Ship	Sag Harbor, NY		159	1	https://catalog.archives.gov/id/454800028?objectPage=220			1823 1824
AB063	AV01217	Argonaut : 1824-1825	AM2371	Halsey, E.	AS0909	Argonaut	Ship	Sag Harbor, NY		14	67	https://catalog.archives.gov/id/454768152?objectPage=288			1824 1825
AB064	AV01218	Argonaut : 1826-	AM2320	Sayre, I.	AS0909	Argonaut	Ship	Sag Harbor, NY		159	9	https://catalog.archives.gov/id/454800028?objectPage=229		 returned: 25 May 1827	1826
AB065	AV01253	Arnolda : 1848-1852	AM5462	Wood, Richard D.	AS0018	Arnolda	Ship	New Bedford, MA	Pacific	7		https://catalog.archives.gov/id/454766349?objectPage=412			1848 1849 1850 1851 1852
AB066	AV01324	Atlantic : 1839-1843	AM2627	Hoeg, George C.	AS0922	Atlantic	Ship	Nantucket, MA		393	138	https://catalog.archives.gov/id/454827471?objectPage=381			1839 1840 1841 1842 1843
AB067	AV01314	Atlantic : 1844-1847	AM2952	Keeney, Sylvester	AS0921	Atlantic	Ship	Mystic, CT		56	95	https://catalog.archives.gov/id/454777668?objectPage=554		sailed: 16 July 1844	1844 1845 1846 1847
AB068	AV01347	Atlantic : 1845-1848	AM0414	Beck, W.	AS0923	Atlantic	Ship	New London, CT		59	183	https://catalog.archives.gov/id/454778531?objectPage=412			1845 1846 1847 1848
AB069	AV01452	Averick : 1836-1840	AM3041	Lawrence	AS0011	Averick	Ship		Pacific Ocean	31	26	https://catalog.archives.gov/id/454771610?objectPage=738	https://catalog.archives.gov/id/454771610?objectPage=713		1836 1837 1838 1839 1840
AB070	AV01465	Awashonks : 1836-1840	AM3782	Pease, Rufus F.	AS0031	Awashonks	Ship	Falmouth, MA	Galapagos	134	38	https://catalog.archives.gov/id/454794942?objectPage=58	https://catalog.archives.gov/id/454794942?objectPage=19		1836 1837 1838 1839 1840
AB071	AV01492	Balaena : 1830-1834	AM2004	Fosdick	AS0064	Balaena	Ship		Talcahuano	137	52	https://catalog.archives.gov/id/454794942?objectPage=688	https://catalog.archives.gov/id/454794942?objectPage=633		1830 1831 1832 1833 1834
AB072	AV01542	Barbara : 1844-1847	AM2050	French	AS0955	Barbara	Bark	Sag Harbor, NY		384	23	https://catalog.archives.gov/id/454825576?objectPage=500			1844 1845 1846 1847
AB073	AV01761	Benjamin Morgan : 1843-1846	AM3805	Pendleton, C.	AS0970	Benjamin Morgan	Ship	New London, CT		153	25	https://catalog.archives.gov/id/454798368?objectPage=665			1843 1844 1845 1846
AB074	AV01782	Benjamin Tucker : 1846-1849	AM4245	Sands	AS0063	Benjamin Tucker	Ship			137	23	https://catalog.archives.gov/id/454794942?objectPage=659	https://catalog.archives.gov/id/454794942?objectPage=633		1846 1847 1848 1849
AB075	AV01851	Betsey Williams : 1846-1849	AM2355	Hall	AS0074	Betsey Williams	Ship	Stonington, CT		10		https://catalog.archives.gov/id/454767235?objectPage=282	https://catalog.archives.gov/id/454767235?objectPage=234	sailed 12 Nov 1846	1846 1847 1848 1849
AB076	AV01861	Bingham : 1832-1833	AM0976	Churchill, G.	AS0986	Bingham	Ship	Mystic CT		55	136	https://catalog.archives.gov/id/454777668?objectPage=394			1832 1833
AB077	AV01862	Bingham : 1833-1834	AM4278	Sayre, E.	AS0986	Bingham	Ship	New London, CT		68	164	https://catalog.archives.gov/id/454780225?objectPage=587		begins: 23 May 1833. ends: 7 Apr 1834	1833 1834
AB078	AV01882	Black Warrior : 1842-1845	AM4869	Sisson, Wm.	AS0987	Black Warrior	Ship	New London, CT		90	144	https://catalog.archives.gov/id/454784753?objectPage=937			1842 1843 1844 1845
AB079	AV01896	Blackstone : 1841-1843			AS0989	Blackstone	Ship	Mystic CT		56	28	https://catalog.archives.gov/id/454777668?objectPage=487		sailed 28 Jul 1841	1841 1842 1843
AB080	AV01897	Blackstone : 1843-1845	AM3814	Pendleton	AS0989	Blackstone		Mystic CT		56	46	https://catalog.archives.gov/id/454777668?objectPage=505			1843 1844 1845
AB081	AV01898	Blackstone : 1845-1846	AM0430	Bellows	AS0989	Blackstone		Mystic CT		56	60	https://catalog.archives.gov/id/454777668?objectPage=519		sailed: 7 Jul 1845	1845 1846
AB082	AV01937	Boston : 1832-1833	AM4278	Sayre, E.	AS0999	Boston	Ship	Norwich, CT		68	157	https://catalog.archives.gov/id/454780225?objectPage=580			1832 1833
AB083	AV01942	Boston : 1837-1838	AM3805	Pendleton, C.	AS0999	Boston	Ship			153	48	https://catalog.archives.gov/id/454798368?objectPage=688		sailed 1 May 1837. returned 3 Feb 1839	1837 1838
AB084	AV01993	Boy : 1836-1839	AM0377	Barton, Chas.	AS1004	Boy	Ship	Warren, RI		36	23	https://catalog.archives.gov/id/454773400?objectPage=39		sailed 11 Sep 1836	1836 1837 1838 1839
AB085	AV02060	Brookline : 1845-1848	AM2849	Jeffrey, S.	AS1011	Brookline	Ship	New London, CT		59	160	https://catalog.archives.gov/id/454778531?objectPage=389		sailed 8 Jul 1845	1845 1846 1847 1848
AB086	AV02096	Brunette : 1837-1838	AM3916	Poole, Matthew	AS1014	Brunette	Bark	Falmouth, MA		141	146	https://catalog.archives.gov/id/454795781?objectPage=785	https://catalog.archives.gov/id/454795781?objectPage=639	sailed 4 May 1837	1837 1838
AB087	AV02097	Brunette : 1838-1839	AM3916	Poole, Matthew	AS1014	Brunette	Bark	Falmouth, MA		141	152	https://catalog.archives.gov/id/454795781?objectPage=791	https://catalog.archives.gov/id/454795781?objectPage=836	sailed 13 Jul 1838	1838 1839
AB088	AV02105	Brunswick : 1846-1848	AM0132	Almy	AS0071	Brunswick	Ship			160	91	https://catalog.archives.gov/id/454800028?objectPage=512	https://catalog.archives.gov/id/454800028?objectPage=421		1846 1847 1848
AB089	AV02132	Cabinet : 1845-1848	AM0521	Bottom, J.	AS1016	Cabinet	Ship	Stonington, CT		55	141	https://catalog.archives.gov/id/454777668?objectPage=400			1845 1846 1847 1848
AB090	AV02157	Cadmus : 1829-1830	AM2694	Howell, George	AS1021	Cadmus	Ship	Sag Harbor, NY		14	52	https://catalog.archives.gov/id/454768152?objectPage=273		sailed 22 Jun 1829	1829 1830
AB091	AV02171	Cadmus : 1847-1849			AS1021	Cadmus	Bark	Sag Harbor, NY		53	73	https://catalog.archives.gov/id/454776880?objectPage=663		sailed 1 Oct 1847	1847 1848 1849
AB092	AV02189	California : 1842-1846	AM3042	Lawrence	AS0093	California	Ship			71	192	https://catalog.archives.gov/id/454781080?objectPage=576	https://catalog.archives.gov/id/454781080?objectPage=385		1842 1843 1844 1845 1846
AB093	AV02190	California : 1846-1849	AM1853	Fisher	AS0093	California	Ship			79	148	https://catalog.archives.gov/id/454782948?objectPage=167	https://catalog.archives.gov/id/454782948?objectPage=18		1846 1847 1848 1849
AB094	AV02223	Callao : 1842-1845	AM3617	Norton, James	AS0080	Callao	Ship	New Bedford, MA	North and South Pacific Ocean	409	35	https://catalog.archives.gov/id/454828811?objectPage=130	https://catalog.archives.gov/id/454828811?objectPage=110	sailed 2 Nov 1842. returned 14 Jun 1845	1842 1843 1844 1845
AB095	AV02263	Camillus : 1837-1838	AM4128	Rogers, Albert	AS1028	Camillus	Ship	Sag Harbor, NY		104	18	https://catalog.archives.gov/id/454787638?objectPage=793		sailed 8 Jul 1837	1837 1838
AB096	AV02275	Candace : 1836-1838	AM4044	Reed, D.	AS1029	Candace	Ship	New London, CT		90	110	https://catalog.archives.gov/id/454784753?objectPage=903		sailed 15 Jun 1836	1836 1837 1838
AB097	AV02276	Candace : 1838-1840	AM4044	Reed, David	AS1029	Candace	Ship	New London, CT		90	128	https://catalog.archives.gov/id/454784753?objectPage=921		sailed 26 Mar 1838	1838 1839 1840
AB098	AV02280	Candace : 1845-1847	AM0499	Bolles, John	AS1029	Candace	Ship	New London, CT		144	148	https://catalog.archives.gov/id/454796624?objectPage=547		sailed 3 Jun 1845	1845 1846 1847
AB099	AV02296	Canton I : 1834-1838			AS0086	Canton I	Ship			99	38	https://catalog.archives.gov/id/454786670?objectPage=811	https://catalog.archives.gov/id/454786670?objectPage=772		1834 1835 1836 1837 1838
AB100	AV02377	Carolina : 1845-1847	AM3959	Prentis, Chas.	AS1036	Carolina	Ship	New London, CT		10		https://catalog.archives.gov/id/454767235?objectPage=372			1845 1846 1847
AB101	AV02391	Caroline : 1842-1846	AM3400	McKenzie, D.	AS0084	Caroline	Ship	New Bedford, MA		426, pt 3	v7	https://catalog.archives.gov/id/454830299?objectPage=252	https://catalog.archives.gov/id/454830299?objectPage=247	sailed 17 Dec 1842	1842 1843 1844 1845 1846
AB102	AV02392	Caroline : 1846-1849	AM0842	Cary	AS0084	Caroline	Ship			79	121	https://catalog.archives.gov/id/454782948?objectPage=140	https://catalog.archives.gov/id/454782948?objectPage=18		1846 1847 1848 1849
AB103	AV02450	Catawba : 1840-1843	AM3771	Pease, Henry	AS1052	Catawba	Ship	Nantucket, MA	Pacific Ocean	408	77	https://catalog.archives.gov/id/454828811?objectPage=69	https://catalog.archives.gov/id/454828811?objectPage=68	sailed 3 Feb 1840	1840 1841 1842 1843
AB104	AV02461	Catharine : 1843-1845	AM4542	Smith, Richard	AS1054	Catharine	Ship	New London, CT		39	85	https://catalog.archives.gov/id/454774255?objectPage=103		sailed 27 Sep 1843	1843 1844 1845
AB105	AV16606	Cavalier : 1840-1841	AM5189	Waters, John G.	AS0125	Cavalier	Bark	Salem, MA		89	141	https://catalog.archives.gov/id/454784753?objectPage=753		sailed 11 Sep 1840	1840 1841
AB106	AV02494	Cavalier : 1845-1848	AM3318	Marchant, G. R.	AS0125	Cavalier	Bark	Stonington, CT		89	147	https://catalog.archives.gov/id/454784753?objectPage=760			1845 1846 1847 1848
AB107	AV02502	Ceres : 1832-1834	AM2194	Gifford	AS0144	Ceres	Ship	New Bedford, MA	Atlantic & Indian Oceans	404	274	https://catalog.archives.gov/id/454828273?objectPage=167		sailed 3 Aug 1832	1832 1833 1834
AB108	AV02520	Champion : 1838-1841	AM3042	Lawrence, Geo., Jr.	AS1064	Champion	Ship	Edgartown, MA		414	1	https://catalog.archives.gov/id/454829352?objectPage=95	https://catalog.archives.gov/id/454829352?objectPage=93	sailed 12 May 1838	1838 1839 1840 1841
AB109	AV02522	Champion : 1845-1848	AM3429	Merry	AS1064	Champion	Ship	Edgartown, MA		409	99	https://catalog.archives.gov/id/454828811?objectPage=163	https://catalog.archives.gov/id/454828811?objectPage=110	sailed 9 Jul 1845	1845 1846 1847 1848
AB110	AV02561	Chanticleer : 1852	AM1292	Cook, Alfred	AS1067	Chanticleer	Schr	Provincetown, MA		115	v10	https://catalog.archives.gov/id/454790371?objectPage=299		sailed 2 April 1852, returned 26 Sep 1852	1852
AB111	AV02575	Chariot : 1844-1847	AM3195	Luce, O.	AS1068	Chariot	Ship	Warren, RI		36	19	https://catalog.archives.gov/id/454773400?objectPage=35			1844 1845 1846 1847
AB112	AV02597	Charles : 1828-1830	AM0580	Brayton	AS0091	Charles	Ship			64	32	https://catalog.archives.gov/id/454779349?objectPage=500	https://catalog.archives.gov/id/454779349?objectPage=467		1828 1829 1830
AB113	AV02598	Charles : 1830-1833	AM0809	Cannon	AS0091	Charles	Ship			107	78	https://catalog.archives.gov/id/454788615?objectPage=468	https://catalog.archives.gov/id/454788615?objectPage=389		1830 1831 1832 1833
AB114	AV02599	Charles : 1833-1837	AM3494	Morselander	AS0091	Charles	Ship			64	123	https://catalog.archives.gov/id/454779349?objectPage=591	https://catalog.archives.gov/id/454779349?objectPage=468		1833 1834 1835 1836 1837
AB115	AV02600	Charles : 1837-1840	AM3494	Morselander	AS0091	Charles	Ship			93	1	https://catalog.archives.gov/id/454785746?objectPage=366	https://catalog.archives.gov/id/454785746?objectPage=363		1837 1838 1839 1840
AB116	AV02691	Charles Henry : 1842-1843	AM2849	Jeffrey, S.	AS1083	Charles Henry	Ship	New London, CT		41	53	https://catalog.archives.gov/id/454774255?objectPage=71		sailed 2 Jul 1842	1842 1843
AB117	AV02692	Charles Henry : 1843-1845	AM2849	Jeffrey, Sam'l	AS1083	Charles Henry	Ship	New London, CT		59	147	https://catalog.archives.gov/id/454778531?objectPage=375		sailed 27 Aug 1843	1843 1844 1845
AB118	AV02695	Charles Phelps : 1842-1844	AM2355	Hall, P.	AS1085	Charles Phelps/Progress	Ship	Stonington, CT		89	98	https://catalog.archives.gov/id/454784753?objectPage=711			1842 1843 1844
AB119	AV02696	Charles Phelps : 1844-1847	AM3808	Hall, P.	AS1085	Charles Phelps	Ship	Stonington, CT		89	114	https://catalog.archives.gov/id/454784753?objectPage=726		returned 14 Apr 1847	1844 1845 1846 1847
AB120	AV02712	Charles W. Morgan : 1841-1845	AM3627	Norton, Thomas A.	AS0089	Charles W. Morgan	Ship	New Bedford, MA	Callao	134	73	https://catalog.archives.gov/id/454794942?objectPage=93	https://catalog.archives.gov/id/454794942?objectPage=19	sailed 7 Sep 1841	1841 1842 1843 1844 1845
AB121	AV02713	Charles W. Morgan : 1845-1848	AM4237	Sampson	AS0089	Charles W. Morgan	Ship			66	146	https://catalog.archives.gov/id/454780225?objectPage=167	https://catalog.archives.gov/id/454780225?objectPage=22		1845 1846 1847 1848
AB122	BV017710	Charles_1809	AM0399	Baxter, David	AS0702	Charles	Ship	Milford Haven	Pacific Ocean	404	12	https://catalog.archives.gov/id/454828273?objectPage=28			1809
AB123	AV02761	Charleston : 1844-1847	AM0943	Chester, B.	AS1092	Charleston	Ship	New London, CT		59	99	https://catalog.archives.gov/id/454778531?objectPage=327		sailed 28 Jun 1844	1844 1845 1846 1847
AB124	BV017910	Charlton_1806		West	BS0179	Charlton	Ship			128	174	https://catalog.archives.gov/id/454793109?objectPage=867	https://catalog.archives.gov/id/454793109?objectPage=695		1806
AB125	AV02801	Chelsea : 1843-1845	AM3950	Potts, J.	AS1097	Chelsea	Ship	New London, CT		41	47	https://catalog.archives.gov/id/454774255?objectPage=65		sailed 14 Sep 1843. Log finishes 12 July 1844 with vessel lost Chatham Islands 1845?	1843 1844 1845
